lead_organisation_clean,n_projects,total_funding,mean_funding,median_funding,funding_share_%,total_funding_million,cumulative_share_%,rank
University of Sheffield,26,60530213.0,2328085.1153846155,1199283.5,5.885593354983321,60.530213,5.885593354983321,1
Unknown,39,56082434.0,1438011.1282051282,640916.0,5.453118112795847,56.082434,11.338711467779168,2
University of Manchester,21,38176501.0,1817928.619047619,683653.0,3.712053030477757,38.176501,15.050764498256925,3
University of Nottingham,16,38011195.0,2375699.6875,790839.5,3.695979670631181,38.011195,18.746744168888107,4
Brunel University London,15,36950623.0,2463374.8666666667,1560645.0,3.592856036890104,36.950623,22.33960020577821,5
University of Birmingham,30,35641731.0,1188057.7,495304.0,3.4655872619133694,35.641731,25.80518746769158,6
UNIVERSITY OF EXETER,22,33376308.0,1517104.9090909092,690487.5,3.245311173424694,33.376308,29.050498641116278,7
University of Warwick,17,32025794.0,1883870.2352941176,1027935.0,3.1139953258460316,32.025794,32.16449396696231,8
University of Leeds,24,25010608.0,1042108.6666666666,375611.5,2.4318808897780135,25.010608,34.596374856740326,9
CRANFIELD UNIVERSITY,17,24898638.0,1464625.7647058824,431400.0,2.4209936013431044,24.898638,37.01736845808343,10
University of Cambridge,18,20738829.0,1152157.1666666667,516173.5,2.01651882759004,20.738829,39.03388728567347,11
UNIVERSITY OF EDINBURGH,12,20217623.0,1684801.9166666667,612876.5,1.965839895233112,20.217623,40.99972718090658,12
University of Strathclyde,15,18751114.0,1250074.2666666666,468012.0,1.8232453924610297,18.751114,42.822972573367615,13
University of Bath,11,17131384.0,1557398.5454545454,565895.0,1.6657526024576783,17.131384,44.488725175825294,14
SWANSEA UNIVERSITY,4,16035161.0,4008790.25,1762777.5,1.5591624801929527,16.035161,46.04788765601825,15
UNIVERSITY OF MANCHESTER,6,16007336.0,2667889.3333333335,1373624.0,1.5564569447754182,16.007336,47.60434460079367,16
Imperial College London,19,15433315.0,812279.7368421053,431199.0,1.5006425999089812,15.433315,49.104987200702645,17
University of Huddersfield,3,13824317.0,4608105.666666667,1463141.0,1.3441933249496902,13.824317,50.44918052565234,18
University of Kent,3,13705171.0,4568390.333333333,1289915.0,1.3326082854938925,13.705171,51.78178881114623,19
CARDIFF UNIVERSITY,18,13622639.0,756813.2777777778,417965.0,1.3245833708818542,13.622639,53.10637218202808,20
Loughborough University,8,13500230.0,1687528.75,1410587.5,1.3126810569582248,13.50023,54.41905323898631,21
University of Glasgow,6,12932978.0,2155496.3333333335,1600740.0,1.2575248888839277,12.932978,55.676578127870236,22
University of Portsmouth,2,11756952.0,5878476.0,5878476.0,1.1431752035311336,11.756952,56.81975333140137,23
University of St Andrews,8,10385001.0,1298125.125,918635.0,1.009774951181737,10.385001,57.82952828258311,24
British Geological Survey,4,10313612.0,2578403.0,118814.0,1.002833514778417,10.313612,58.83236179736153,25
University of Surrey,11,10265590.0,933235.4545454546,298792.0,0.9981641447219627,10.26559,59.83052594208349,26
Royal College of Art,6,10043826.0,1673971.0,1178651.0,0.9766011489866839,10.043826,60.80712709107017,27
University of Edinburgh,12,8427919.0,702326.5833333334,695544.0,0.8194800844784352,8.427919,61.62660717554861,28
Swansea University,5,7486692.0,1497338.4,547407.0,0.7279608397546328,7.486692,62.35456801530324,29
University of York,7,6995218.0,999316.8571428572,822615.0,0.6801728680098931,6.995218,63.03474088331313,30
James Hutton Institute,1,6803556.0,6803556.0,6803556.0,0.6615368094583924,6.803556,63.69627769277152,31
FIBERIGHT LIMITED,7,6696714.0,956673.4285714285,331281.0,0.6511481368589233,6.696714,64.34742582963044,32
University of Ulster,1,6632377.0,6632377.0,6632377.0,0.6448923944633107,6.632377,64.99231822409375,33
University of Sussex,3,6233284.0,2077761.3333333333,306680.0,0.6060869947727403,6.233284,65.59840521886649,34
University of Bristol,10,6103112.0,610311.2,250318.5,0.5934298534835647,6.103112,66.19183507235006,35
Newcastle University,10,6049386.0,604938.6,607943.5,0.5882058608207629,6.049386,66.78004093317082,36
Queen Mary University of London,6,5513359.0,918893.1666666666,797416.5,0.536085823686718,5.513359,67.31612675685754,37
IMPERIAL COLLEGE LONDON,10,5065846.0,506584.6,478046.0,0.49257235481673983,5.065846,67.80869911167429,38
RECYCLING TECHNOLOGIES LTD,4,4889843.0,1222460.75,763002.0,0.4754588831153082,4.889843,68.2841579947896,39
ORBITAL MARINE POWER LIMITED,1,4705779.0,4705779.0,4705779.0,0.45756160832310405,4.705779,68.7417196031127,40
University of Stirling,4,4625034.0,1156258.5,554016.5,0.4497104508284471,4.625034,69.19143005394115,41
PLASGRAN LIMITED,1,4423543.0,4423543.0,4423543.0,0.43011867951436067,4.423543,69.62154873345551,42
EUROPEAN METAL RECYCLING LIMITED,3,4280888.0,1426962.6666666667,1035921.0,0.41624776648692513,4.280888,70.03779649994243,43
UK FASHION AND TEXTILE ASSOCIATION LTD,1,4010484.0,4010484.0,4010484.0,0.38995531009723905,4.010484,70.42775181003967,44
MINT BIOMINING LIMITED,1,4002186.0,4002186.0,4002186.0,0.38914846255385355,4.002186,70.81690027259351,45
De Montfort University,6,3761797.0,626966.1666666666,216309.0,0.3657744839919231,3.761797,71.18267475658544,46
POSEIDON PLASTICS LTD,1,3646102.0,3646102.0,3646102.0,0.35452499899168366,3.646102,71.53719975557712,47
University of Leicester,9,3569434.0,396603.77777777775,212917.0,0.34707026442235606,3.569434,71.88427001999948,48
UNIVERSITY OF STRATHCLYDE,5,3486052.0,697210.4,343667.0,0.3389627009296385,3.486052,72.22323272092912,49
ALTILIUM METALS LTD,6,3441649.0,573608.1666666666,522244.5,0.3346452206369238,3.441649,72.55787794156605,50
JOHNSON MATTHEY PLC,3,3086704.0,1028901.3333333334,635565.0,0.3001325065748643,3.086704,72.85801044814092,51
Lancaster University,10,3027662.0,302766.2,147712.0,0.29439161808889575,3.027662,73.15240206622981,52
PRAGMATIC SEMICONDUCTOR LIMITED,5,3020356.0,604071.2,390237.0,0.29368122665096197,3.020356,73.44608329288077,53
PHOTOCENTRIC LIMITED,3,2891078.0,963692.6666666666,1024529.0,0.28111101253746573,2.891078,73.72719430541824,54
Queen's University Belfast,5,2890073.0,578014.6,521352.0,0.2810132923903095,2.890073,74.00820759780855,55
LOUGHBOROUGH UNIVERSITY,2,2742121.0,1371060.5,1371060.5,0.2666273309852754,2.742121,74.27483492879382,56
NCC OPERATIONS LIMITED,4,2740591.0,685147.75,591673.0,0.26647856300005246,2.740591,74.54131349179387,57
QUEEN'S UNIVERSITY BELFAST,2,2724062.0,1362031.0,1362031.0,0.2648713825897585,2.724062,74.80618487438363,58
TECHNOVATIVE SOLUTIONS LTD.,4,2704788.0,676197.0,698258.0,0.26299729491185875,2.704788,75.06918216929549,59
UNILEVER GLOBAL IP LIMITED,1,2674861.0,2674861.0,2674861.0,0.2600873736741029,2.674861,75.32926954296958,60
UNIVERSITY OF CAMBRIDGE,6,2544859.0,424143.1666666667,407264.5,0.24744676216106326,2.544859,75.57671630513065,61
ICONICHEM WIDNES LIMITED,2,2542414.0,1271207.0,1271207.0,0.2472090250866384,2.542414,75.82392533021728,62
ASTON UNIVERSITY,2,2522376.0,1261188.0,1261188.0,0.2452606506501044,2.522376,76.06918598086739,63
BRUNEL UNIVERSITY LONDON,7,2363781.0,337683.0,323148.0,0.22983982802498695,2.363781,76.29902580889238,64
Durham University,4,2359552.0,589888.0,562542.5,0.22942862553511262,2.359552,76.52845443442749,65
JAGUAR LAND ROVER LIMITED,3,2340245.0,780081.6666666666,588352.0,0.22755132913596293,2.340245,76.75600576356345,66
CENTRE FOR PROCESS INNOVATION LIMITED,5,2305077.0,461015.4,482877.0,0.2241318046233356,2.305077,76.98013756818679,67
University of Aberdeen,3,2284849.0,761616.3333333334,666595.0,0.22216495573112038,2.284849,77.20230252391791,68
Northumbria University,6,2244109.0,374018.1666666667,303112.5,0.21820364349714522,2.244109,77.42050616741506,69
UNPACKAGED SYSTEMS LTD,1,2158468.0,2158468.0,2158468.0,0.209876428449775,2.158468,77.63038259586483,70
MDF RECOVERY LIMITED,4,2127203.0,531800.75,581578.5,0.20683640815043203,2.127203,77.83721900401527,71
PROMETHEAN PARTICLES LIMITED,1,2101136.0,2101136.0,2101136.0,0.20430181006493792,2.101136,78.0415208140802,72
UNIVERSITY OF READING,3,2028588.0,676196.0,558913.0,0.19724767948196228,2.028588,78.23876849356216,73
DURA COMPOSITES LIMITED,1,1990827.0,1990827.0,1990827.0,0.19357602726627413,1.990827,78.43234452082844,74
University of Essex,2,1988058.0,994029.0,994029.0,0.1933067863832138,1.988058,78.62565130721165,75
HSSMI LIMITED,1,1975289.0,1975289.0,1975289.0,0.19206520572745464,1.975289,78.81771651293911,76
UNIVERSITY COLLEGE LONDON,4,1914528.0,478632.0,444891.5,0.18615717203455914,1.914528,79.00387368497367,77
UNIVERSITY OF BRISTOL,4,1863768.0,465942.0,446640.5,0.18122157534833974,1.863768,79.18509526032202,78
University of Bradford,2,1838589.0,919294.5,919294.5,0.17877332103466131,1.838589,79.36386858135667,79
ECOSHRED LIMITED,1,1816416.0,1816416.0,1816416.0,0.17661735205665613,1.816416,79.54048593341332,80
UNIVERSITY OF WARWICK,5,1806369.0,361273.8,464556.0,0.1756404422870256,1.806369,79.71612637570034,81
Institute of Development Studies,1,1779076.0,1779076.0,1779076.0,0.17298663534539863,1.779076,79.88911301104574,82
EPOCH BIODESIGN LTD,4,1701937.0,425484.25,349987.5,0.16548610357277693,1.701937,80.05459911461851,83
UNIVERSITY OF SHEFFIELD,5,1685929.0,337185.8,403428.0,0.16392958206464062,1.685929,80.21852869668315,84
ROCHDALE DEVELOPMENT AGENCY,1,1673363.0,1673363.0,1673363.0,0.16270773990626722,1.673363,80.38123643658942,85
SPARXELL UK LIMITED,4,1671382.0,417845.5,340914.5,0.16251511939729557,1.671382,80.54375155598672,86
Aston University,5,1615815.0,323163.0,200511.0,0.15711211898233984,1.615815,80.70086367496906,87
Centre for Ecology & Hydrology,2,1605290.0,802645.0,802645.0,0.15608873137157434,1.60529,80.85695240634062,88
UNIVERSITY OF OXFORD,4,1587696.0,396924.0,334330.5,0.15437799677548797,1.587696,81.01133040311612,89
CR PLUS LIMITED,2,1535170.0,767585.0,767585.0,0.14927068488540995,1.53517,81.16060108800153,90
UNIVERSITY OF YORK,3,1509258.0,503086.0,365611.0,0.1467511580663927,1.509258,81.30735224606792,91
EDINBURGH NAPIER UNIVERSITY,2,1507896.0,753948.0,753948.0,0.14661872538935108,1.507896,81.45397097145727,92
BLACK COUNTRY CONSORTIUM LIMITED,1,1498970.0,1498970.0,1498970.0,0.1457508149082401,1.49897,81.5997217863655,93
FOODS CONNECTED LTD,1,1485217.0,1485217.0,1485217.0,0.14441355601884737,1.485217,81.74413534238435,94
FORTH ENGINEERING (CUMBRIA) LIMITED,1,1470568.0,1470568.0,1470568.0,0.14298917548582082,1.470568,81.88712451787018,95
UNIVERSITY OF BIRMINGHAM,3,1451519.0,483839.6666666667,330837.0,0.14113696545280677,1.451519,82.02826148332298,96
University of Liverpool,4,1449833.0,362458.25,226410.0,0.14097302896712974,1.449833,82.1692345122901,97
UNIVERSITY OF LEEDS,3,1445872.0,481957.3333333333,421909.0,0.14058788518316373,1.445872,82.30982239747327,98
STEAMOLOGY MOTION LIMITED,5,1426061.0,285212.2,175667.0,0.13866158285947003,1.426061,82.44848398033274,99
RECYCLUS GROUP LIMITED,1,1424241.0,1424241.0,1424241.0,0.13848461702083883,1.424241,82.58696859735358,100
Heriot-Watt University,4,1395934.0,348983.5,154693.0,0.1357322148262602,1.395934,82.72270081217984,101
NORTHUMBRIA UNIVERSITY,3,1342453.0,447484.3333333333,412974.0,0.13053204448788946,1.342453,82.85323285666773,102
COMPOSITES UK LIMITED,1,1327714.0,1327714.0,1327714.0,0.1290989128969086,1.327714,82.98233176956464,103
MINVIRO LTD,6,1291776.0,215296.0,166808.0,0.12560451822178348,1.291776,83.10793628778642,104
MATERIAL. EVOLUTION LTD.,3,1272497.0,424165.6666666667,47850.0,0.12372994437399734,1.272497,83.2316662321604,105
UNIVERSITY OF NOTTINGHAM,2,1232008.0,616004.0,616004.0,0.11979303786831695,1.232008,83.35145927002873,106
ULTROMEX LTD,5,1184461.0,236892.2,278211.0,0.11516985395106571,1.184461,83.46662912397979,107
TOM MARTIN & COMPANY LIMITED,1,1172262.0,1172262.0,1172262.0,0.11398369666235039,1.172262,83.58061282064213,108
VBC INSTRUMENT ENGINEERING LIMITED,1,1158653.0,1158653.0,1158653.0,0.11266043946568452,1.158653,83.69327326010782,109
CCM TECHNOLOGIES LIMITED,1,1146114.0,1146114.0,1146114.0,0.11144122262469743,1.146114,83.8047144827325,110
NOTTINGHAM TRENT UNIVERSITY,2,1143463.0,571731.5,571731.5,0.11118345535095495,1.143463,83.91589793808346,111
B. & M. LONGWORTH (EDGWORTH) LIMITED,3,1143019.0,381006.3333333333,59532.0,0.11114028346504712,1.143019,84.02703822154851,112
CELLMINE LIMITED,3,1141286.0,380428.6666666667,345344.0,0.11097177698243842,1.141286,84.13800999853095,113
COVENTRY UNIVERSITY,2,1119519.0,559759.5,559759.5,0.10885528499920481,1.119519,84.24686528353016,114
Manchester Metropolitan University,1,1091319.0,1091319.0,1091319.0,0.10611328684019404,1.091319,84.35297857037035,115
University of Hull,2,1083062.0,541531.0,541531.0,0.10531042588987662,1.083062,84.45828899626024,116
NANOMOX LTD,6,1073989.0,178998.16666666666,64363.5,0.10442822201410694,1.073989,84.56271721827434,117
Bobst Manchester Ltd,1,1073883.0,1073883.0,1073883.0,0.10441791521251632,1.073883,84.66713513348687,118
REVENTAS LIMITED,2,1055153.0,527576.5,527576.5,0.10259672281825137,1.055153,84.76973185630511,119
Argo Natural Resources Ltd t/a Descycle,1,1053773.0,1053773.0,1053773.0,0.10246253992961893,1.053773,84.87219439623473,120
WATERWHELM LTD,2,1053291.0,526645.5,526645.5,0.10241567315257484,1.053291,84.97461006938731,121
JOHNSON MATTHEY HYDROGEN TECHNOLOGIES LIMITED,2,1044476.0,522238.0,522238.0,0.1015585556429408,1.044476,85.07616862503025,122
NATURAL SYNERGIES LIMITED,1,1034758.0,1034758.0,1034758.0,0.10061363585183207,1.034758,85.17678226088208,123
AKERLOF LTD,2,1027389.0,513694.5,513694.5,0.09989711867333029,1.027389,85.2766793795554,124
HIVE COMPOSITES LIMITED,1,1026653.0,1026653.0,1026653.0,0.09982555446605966,1.026653,85.37650493402147,125
MEP TECHNOLOGIES LTD,1,993565.0,993565.0,993565.0,0.09660827662615368,0.993565,85.47311321064763,126
TEESSIDE UNIVERSITY,3,985230.0,328410.0,344346.0,0.09579783142560919,0.98523,85.56891104207324,127
MATERIALS PROCESSING INSTITUTE,3,976483.0,325494.3333333333,449231.0,0.0949473258264295,0.976483,85.66385836789966,128
HAYDALE COMPOSITE SOLUTIONS LIMITED,2,963969.0,481984.5,481984.5,0.09373053983487416,0.963969,85.75758890773454,129
STOPFORD LIMITED,3,962946.0,320982.0,237950.0,0.09363106947612705,0.962946,85.85121997721068,130
AXION RECYCLING LTD.,3,955568.0,318522.6666666667,351369.0,0.09291367719182984,0.955568,85.9441336544025,131
LUCCHINI UNIPART RAIL LIMITED,2,947515.0,473757.5,473757.5,0.09213065197287545,0.947515,86.03626430637539,132
ISLE UTILITIES LIMITED,3,947332.0,315777.3333333333,294762.0,0.09211285815503506,0.947332,86.12837716453042,133
University of the West of England,5,922648.0,184529.6,188765.0,0.08971273466010522,0.922648,86.21808989919053,134
TIPA CORP UK LTD,1,871273.0,871273.0,871273.0,0.08471733907786484,0.871273,86.3028072382684,135
PHOS CYCLE LIMITED,3,869882.0,289960.6666666667,313193.0,0.08458208661548244,0.869882,86.38738932488388,136
IMPACT LABORATORIES LIMITED,4,864147.0,216036.75,215850.5,0.08402444975583964,0.864147,86.47141377463973,137
UNIVERSITY OF SOUTHAMPTON,2,843381.0,421690.5,421690.5,0.08200528898385322,0.843381,86.55341906362358,138
MINERAL PRODUCTS ASSOCIATION LIMITED,1,831013.0,831013.0,831013.0,0.08080269915297926,0.831013,86.63422176277656,139
TOPOLYTICS LTD,3,826450.0,275483.3333333333,266040.0,0.08035902051469679,0.82645,86.71458078329125,140
University of East Anglia,2,806551.0,403275.5,403275.5,0.07842416160100334,0.806551,86.79300494489226,141
CGEN ENGINEERING LTD,2,804273.0,402136.5,402136.5,0.07820266260078254,0.804273,86.87120760749305,142
RHIZOCORE TECHNOLOGIES LTD,1,795680.0,795680.0,795680.0,0.07736713103410241,0.79568,86.94857473852716,143
VANDENBERGHUK LTD,2,782771.0,391385.5,391385.5,0.07611193762152546,0.782771,87.02468667614868,144
AERAMINE LIMITED,1,776148.0,776148.0,776148.0,0.075467956990067,0.776148,87.10015463313874,145
UNIVERSITY OF BATH,1,772493.0,772493.0,772493.0,0.07511256680314557,0.772493,87.17526719994189,146
TOOLROOM TECHNOLOGY LIMITED,1,766946.0,766946.0,766946.0,0.07457320993122951,0.766946,87.24984040987312,147
EVOPONIC LIMITED,1,757289.0,757289.0,757289.0,0.07363422141273424,0.757289,87.32347463128585,148
NEXTEK LIMITED,1,751809.0,751809.0,751809.0,0.07310137921729526,0.751809,87.39657601050314,149
THE EUROPEAN MARINE ENERGY CENTRE LIMITED,1,745344.0,745344.0,745344.0,0.07247276155424545,0.745344,87.46904877205739,150
VEOLIA UK LIMITED,1,743913.0,743913.0,743913.0,0.07233361973277225,0.743913,87.54138239179017,151
SCOTTISH ENVIRONMENT PROTECTION AGENCY,1,743390.0,743390.0,743390.0,0.07228276636266011,0.74339,87.61366515815283,152
LITHIUM SALVAGE UK LIMITED,1,738109.0,738109.0,738109.0,0.07176927372869783,0.738109,87.68543443188152,153
AB AGRI LIMITED,1,731046.0,731046.0,731046.0,0.07108251014724064,0.731046,87.75651694202875,154
Natural History Museum,1,721989.0,721989.0,721989.0,0.07020186201510728,0.721989,87.82671880404386,155
University College London,2,720801.0,360400.5,360400.5,0.07008634805011066,0.720801,87.89680515209398,156
AXCHEM INTERNATIONAL LIMITED,1,711353.0,711353.0,711353.0,0.06916768143286478,0.711353,87.96597283352683,157
RIPCELL LIMITED,1,699964.0,699964.0,699964.0,0.06806028366573805,0.699964,88.03403311719258,158
PURAFFINITY LTD,1,699319.0,699319.0,699319.0,0.06799756775039899,0.699319,88.10203068494297,159
BUILDING RESEARCH ESTABLISHMENT LIMITED,2,696109.0,348054.5,348054.5,0.06768544668336265,0.696109,88.16971613162633,160
TWI LIMITED,1,696001.0,696001.0,696001.0,0.06767494541381751,0.696001,88.23739107704014,161
CONSERV EDUC & RES TRUST UK (EARTHWATCH),2,690692.0,345346.0,345346.0,0.06715873022849168,0.690692,88.30454980726863,162
ZENTRAXA LIMITED,1,689924.0,689924.0,689924.0,0.0670840545339484,0.689924,88.37163386180258,163
INEUVO LIMITED,2,672818.0,336409.0,336409.0,0.06542077011876975,0.672818,88.43705463192134,164
CIRCKIT.AI LTD,1,672243.0,672243.0,672243.0,0.06536486058183956,0.672243,88.50241949250318,165
LUXUS LIMITED,2,670439.0,335219.5,335219.5,0.0651894504868447,0.670439,88.56760894299002,166
I BOXIT LIMITED,1,661729.0,661729.0,661729.0,0.064342542544824,0.661729,88.63195148553484,167
UNIVERSITY OF SALFORD,1,648232.0,648232.0,648232.0,0.06303017555361234,0.648232,88.69498166108845,168
HALOCYCLE LIMITED,1,623848.0,623848.0,623848.0,0.06065922225186346,0.623848,88.7556408833403,169
INTELLIDIGEST LTD,1,621582.0,621582.0,621582.0,0.0604388900593699,0.621582,88.81607977339968,170
MICROCHIP TECHNOLOGY CALDICOT LIMITED,1,619868.0,619868.0,619868.0,0.06027223102232932,0.619868,88.876352004422,171
ZERO CARBON FOOD LTD,1,611894.0,611894.0,611894.0,0.05949688728757924,0.611894,88.93584889170958,172
ADVANCED ELECTRONICS & LOGISTICS LIMITED,1,611106.0,611106.0,611106.0,0.05942026691349059,0.611106,88.99526915862307,173
WE ARE NIUM LTD,1,604951.0,604951.0,604951.0,0.05882179178339444,0.604951,89.05409095040648,174
VALOGEN BIOSCIENCES LIMITED,2,600838.0,300419.0,300419.0,0.058421868434883395,0.600838,89.11251281884135,175
ALGREEN LTD,2,599999.0,299999.5,299999.5,0.05834028912795396,0.599999,89.17085310796931,176
GREEN LITHIUM REFINING LIMITED,1,599636.0,599636.0,599636.0,0.058304993194205,0.599636,89.2291581011635,177
PAR-PAK EUROPE LIMITED,1,597202.0,597202.0,597202.0,0.0580683256935301,0.597202,89.28722642685703,178
IMPACT RECYCLING LIMITED,1,594334.0,594334.0,594334.0,0.05778945864672007,0.594334,89.34501588550376,179
DYERECYCLE LTD,1,594022.0,594022.0,594022.0,0.05775912164581186,0.594022,89.40277500714957,180
LESS COMMON METALS LIMITED,1,589668.0,589668.0,589668.0,0.05733576490877878,0.589668,89.46011077205836,181
ENVIROPET LTD,1,586839.0,586839.0,586839.0,0.05706068998708227,0.586839,89.51717146204544,182
THINKCLOCK LTD,2,584575.0,292287.5,292287.5,0.056840552262543254,0.584575,89.57401201430798,183
CARBON UPCYCLING TECHNOLOGIES UK LTD,1,584442.0,584442.0,584442.0,0.056827620143566356,0.584442,89.63083963445155,184
WAUGH THISTLETON ARCHITECTS LIMITED,1,576578.0,576578.0,576578.0,0.05606297214631598,0.576578,89.68690260659787,185
University of the Arts London,6,576325.0,96054.16666666667,91713.5,0.056038371950066695,0.576325,89.74294097854794,186
WEST OF ENGLAND COMBINED AUTHORITY,1,569702.0,569702.0,569702.0,0.05539439131860824,0.569702,89.79833536986655,187
THE UNIVERSITY OF MANCHESTER,1,564717.0,564717.0,564717.0,0.054909679941917866,0.564717,89.85324504980846,188
WATERCYCLE TECHNOLOGIES LIMITED,1,556334.0,556334.0,556334.0,0.05409456751046442,0.556334,89.90733961731893,189
PLANTSEA LTD,2,554286.0,277143.0,277143.0,0.05389543232501569,0.554286,89.96123504964395,190
ASPCOLD LIMITED,1,553325.0,553325.0,553325.0,0.05380199047285933,0.553325,90.01503704011681,191
DELCAM LIMITED,1,552264.0,552264.0,552264.0,0.053698825222975984,0.552264,90.06873586533979,192
TETRONICS (INTERNATIONAL) LIMITED,1,549573.0,549573.0,549573.0,0.05343716859014272,0.549573,90.12217303392993,193
INSPRO LTD,1,547110.0,547110.0,547110.0,0.05319768130412699,0.54711,90.17537071523405,194
CENTRE FOR ENERGY EQUALITY LTD,1,543057.0,543057.0,543057.0,0.05280359199425215,0.543057,90.2281743072283,195
INTERNATIONAL SYNERGIES LIMITED,4,538702.0,134675.5,110514.0,0.0523801380232418,0.538702,90.28055444525154,196
DPSUN LIMITED,2,537735.0,268867.5,268867.5,0.052286112767221816,0.537735,90.33284055801876,197
BIRMINGHAM CITY UNIVERSITY,2,536808.0,268404.0,268404.0,0.05219597687029264,0.536808,90.38503653488905,198
RECYCLEYE LTD,3,525329.0,175109.66666666666,224603.0,0.05107982804521162,0.525329,90.43611636293427,199
SAGETECH MEDICAL EQUIPMENT LIMITED,1,515193.0,515193.0,515193.0,0.050094264451604066,0.515193,90.48621062738587,200
INGENZA LIMITED,1,510566.0,510566.0,510566.0,0.0496443628387763,0.510566,90.53585499022465,201
DENROY PLASTICS LIMITED,1,508013.0,508013.0,508013.0,0.04939612449480628,0.508013,90.58525111471945,202
MARKS AND SPENCER P.L.C.,1,503071.0,503071.0,503071.0,0.048915594179138516,0.503071,90.63416670889859,203
EASTERN WASTE DISPOSAL LIMITED,1,500036.0,500036.0,500036.0,0.04862048905812441,0.500036,90.68278719795671,204
PRA WORLD LIMITED,3,498272.0,166090.66666666666,222220.0,0.04844896832222033,0.498272,90.73123616627893,205
SIEMENS PROCESS SYSTEMS ENGINEERING LIMITED,1,497640.0,497640.0,497640.0,0.048387516448585764,0.49764,90.77962368272752,206
ANFANI LTD,1,497285.0,497285.0,497285.0,0.04835299838665495,0.497285,90.82797668111418,207
G S A (ENVIRONMENTAL) LIMITED,1,497096.0,497096.0,497096.0,0.04833462116495094,0.497096,90.87631130227913,208
LIBRARY OF THINGS,3,496538.0,165512.66666666666,99135.0,0.048280364605634354,0.496538,90.92459166688477,209
DIGITAL CATAPULT,1,491924.0,491924.0,491924.0,0.0478317270345111,0.491924,90.97242339391927,210
OFFSHORE RENEWABLE ENERGY CATAPULT,2,482286.0,241143.0,241143.0,0.04689458596158395,0.482286,91.01931797988085,211
SLEEKABYTE TECHNOLOGIES LIMITED,2,481685.0,240842.5,240842.5,0.04683614834124474,0.481685,91.0661541282221,212
SKANSKA UK PLC,1,481446.0,481446.0,481446.0,0.046812909420677236,0.481446,91.11296703764278,213
OCEANIUM LTD,2,478632.0,239316.0,239316.0,0.046539293008639786,0.478632,91.15950633065141,214
ASCEND TECHNOLOGIES LIMITED,1,478331.0,478331.0,478331.0,0.04651002558148155,0.478331,91.2060163562329,215
BETA TECHNOLOGY LIMITED,1,474613.0,474613.0,474613.0,0.046148509653992115,0.474613,91.25216486588688,216
BIO-BASED AND BIODEGRADABLE INDUSTRIES ASSOCIATION (BBIA) LTD,1,474135.0,474135.0,474135.0,0.04610203181285711,0.474135,91.29826689769973,217
OXFORD PHOTOVOLTAICS LIMITED,1,472706.0,472706.0,472706.0,0.045963084459338444,0.472706,91.34422998215908,218
VENTIVE LTD,1,466771.0,466771.0,466771.0,0.04538600080424167,0.466771,91.38961598296332,219
ENVIRONMENTAL PROCESS SYSTEMS LTD.,1,459245.0,459245.0,459245.0,0.044654217891308516,0.459245,91.43427020085463,220
SHELLWORKS GROUP LTD,1,455027.0,455027.0,455027.0,0.04424408497518414,0.455027,91.47851428582982,221
NANOLOOM LIMITED,1,454878.0,454878.0,454878.0,0.04422959711257093,0.454878,91.5227438829424,222
UNIVERSITY OF ULSTER,2,452399.0,226199.5,226199.5,0.04398855408291888,0.452399,91.56673243702531,223
ARVIA TECHNOLOGY LIMITED,2,449978.0,224989.0,224989.0,0.04375315062394849,0.449978,91.61048558764925,224
PROZOMIX LIMITED,1,448137.0,448137.0,448137.0,0.04357414287179463,0.448137,91.65405973052104,225
OXFORD BROOKES UNIVERSITY,2,446339.0,223169.5,223169.5,0.04339931618066338,0.446339,91.69745904670171,226
SHEFFIELD HALLAM UNIVERSITY,1,440426.0,440426.0,440426.0,0.04282437167306654,0.440426,91.74028341837477,227
UNIVERSITY OF STIRLING(THE),1,438321.0,438321.0,438321.0,0.042619694150913434,0.438321,91.78290311252569,228
INTERNATIONAL LEAD ASSOCIATION,1,437761.0,437761.0,437761.0,0.0425652431236423,0.437761,91.82546835564933,229
SYLATECH LIMITED,2,434529.0,217264.5,217264.5,0.04225098290910603,0.434529,91.86771933855844,230
MORGAN SINDALL CONSTRUCTION & INFRASTRUCTURE LTD,1,423441.0,423441.0,423441.0,0.04117285256913754,0.423441,91.90889219112758,231
KILNSEY PARK LIMITED,1,414978.0,414978.0,414978.0,0.0403499614195025,0.414978,91.94924215254709,232
VIRTUS CONCRETE SOLUTIONS LIMITED,1,413414.0,413414.0,413414.0,0.0401978874790524,0.413414,91.98944004002614,233
ADAPTAVATE LIMITED,2,411795.0,205897.5,205897.5,0.040040465669852456,0.411795,92.02948050569599,234
UNIVERSITY OF GLASGOW,1,409927.0,409927.0,409927.0,0.039858832600312304,0.409927,92.0693393382963,235
VECTOR COMPANIES GROUP LIMITED,2,405349.0,202674.5,202674.5,0.03941369545237078,0.405349,92.10875303374867,236
Diamond Light Source,1,403939.0,403939.0,403939.0,0.039276595544420236,0.403939,92.14802962929309,237
THE ROYAL MINT LIMITED,1,399430.0,399430.0,399430.0,0.038838167540910316,0.39943,92.18686779683401,238
BIRL TECHNOLOGY LTD,2,398830.0,199415.0,199415.0,0.038779827154548384,0.39883,92.22564762398855,239
University of Westminster,1,397467.0,397467.0,397467.0,0.03864729724352954,0.397467,92.26429492123208,240
